year,player_name,role,nationality,age,ipl_experience_years,batting_avg,batting_sr,runs_scored,fifties,hundreds,wickets,economy_rate,bowling_avg,bowling_sr,base_price_cr,sold_price_cr,is_sold,franchise,performance_score,value_index
2020,Rashid Khan,Bowler,Indian,22,3,21.2,137.26,141,1,0,22,7.2,27.5,16.39,0.2,6.08,1,Chennai Super Kings,42.81,7.04
2020,Andre Russell,All-Rounder,Indian,27,2,9.59,135.12,128,1,0,10,8.12,31.55,19.37,1.5,10.94,1,Mumbai Indians,45.18,4.13
2020,KL Rahul,Batsman,Indian,29,5,45.15,144.49,446,6,2,2,8.65,26.68,14.82,1.0,7.64,1,Sunrisers Hyderabad,70.33,9.21
2020,Ambati Rayudu,Batsman,West Indian,29,3,28.09,149.4,472,7,2,0,9.46,38.78,21.35,0.5,20.89,1,Delhi Capitals,65.5,3.14
2020,Shubman Gill,Batsman,Indian,30,2,31.37,127.58,372,5,1,5,9.41,29.48,34.11,0.5,16.35,1,Rajasthan Royals,58.26,3.56
2020,Dwayne Bravo,All-Rounder,Indian,30,5,21.98,136.26,363,4,0,17,6.5,28.99,26.0,1.5,20.41,1,Kolkata Knight Riders,60.15,2.95
2020,Manish Pandey,Batsman,Indian,25,2,25.52,155.22,492,7,1,2,10.81,34.7,29.56,0.2,17.9,1,Mumbai Indians,66.61,3.72
2020,Wriddhiman Saha,Batsman,New Zealand,28,3,24.36,138.66,513,8,1,3,10.14,42.84,21.51,0.2,17.13,1,Gujarat Titans,61.6,3.6
2020,Prasidh Krishna,Bowler,Indian,27,4,20.77,109.79,184,1,0,21,7.06,25.91,13.03,1.5,10.55,1,Chennai Super Kings,42.16,4.0
2020,Chris Morris,All-Rounder,Indian,30,2,30.37,98.71,231,2,0,5,9.66,21.08,12.0,1.0,10.47,1,Delhi Capitals,34.01,3.25
2020,Aaron Finch,Batsman,Australian,27,2,29.68,131.49,381,7,1,7,7.23,26.01,24.04,0.5,11.88,1,Chennai Super Kings,58.94,4.96
2020,Cameron Green,All-Rounder,English,30,4,22.74,131.24,336,3,0,13,9.53,26.78,15.44,1.5,15.19,1,Mumbai Indians,48.47,3.19
2020,Hardik Pandya,Batsman,Indian,27,5,25.89,118.83,378,6,2,1,9.3,31.27,15.35,1.0,9.98,1,Delhi Capitals,53.57,5.37
2020,Sam Curran,Bowler,Indian,27,2,10.94,90.92,84,0,0,23,6.9,36.7,13.64,0.2,12.94,1,Chennai Super Kings,44.64,3.45
2020,Jos Buttler,Batsman,Indian,28,5,43.67,117.06,576,9,1,6,10.45,20.0,24.72,0.2,12.53,1,Kolkata Knight Riders,64.11,5.12
2020,Kieron Pollard,All-Rounder,Indian,28,4,25.08,127.15,326,3,0,1,9.13,31.38,26.69,2.0,14.39,1,Punjab Kings,34.64,2.41
2020,Moeen Ali,All-Rounder,Indian,29,3,24.09,137.6,268,2,0,3,8.24,33.56,18.51,1.0,12.44,1,Lucknow Super Giants,40.66,3.27
2020,Rishabh Pant,Batsman,Indian,27,2,30.43,125.92,192,4,0,1,7.05,31.69,32.03,0.5,7.96,1,Gujarat Titans,53.79,6.76
2020,Yashasvi Jaiswal,Batsman,Indian,27,2,41.87,173.52,437,6,1,0,9.4,49.96,29.84,0.2,13.45,1,Chennai Super Kings,77.54,5.77
2020,Venkatesh Iyer,Batsman,Indian,29,2,24.12,120.54,443,6,2,1,9.19,23.27,14.0,0.5,9.3,1,Gujarat Titans,54.67,5.88
2020,T Natarajan,Bowler,English,28,2,25.94,109.77,32,0,0,12,9.57,20.45,19.36,1.0,8.02,1,Delhi Capitals,19.61,2.45
2020,Ravindra Jadeja,Bowler,Indian,28,5,15.27,127.28,261,2,0,19,8.59,14.0,10.0,0.2,11.92,1,Rajasthan Royals,35.34,2.96
2020,Prithvi Shaw,Batsman,Indian,25,4,31.39,135.34,472,7,1,1,8.24,38.86,25.87,0.2,12.39,1,Sunrisers Hyderabad,62.6,5.05
2020,Nitish Rana,All-Rounder,Indian,25,2,34.05,121.05,415,4,0,9,6.5,34.24,17.05,1.0,19.79,1,Kolkata Knight Riders,50.52,2.55
2020,Jason Holder,Bowler,Australian,25,3,13.22,107.59,133,1,0,11,9.37,31.82,15.56,0.5,8.83,1,Chennai Super Kings,19.72,2.23
2021,Piyush Chawla,Bowler,Indian,28,3,10.46,109.77,10,0,0,13,7.74,27.28,14.0,1.5,6.91,1,Chennai Super Kings,26.38,3.82
2021,Shivam Dube,All-Rounder,Indian,29,3,20.19,112.76,264,2,0,9,9.34,23.78,20.43,1.5,20.81,1,Sunrisers Hyderabad,39.72,1.91
2021,Yuzvendra Chahal,Bowler,Indian,30,6,21.96,136.41,113,0,0,25,7.65,25.11,23.04,0.2,15.95,1,Chennai Super Kings,45.68,2.86
2021,Prithvi Shaw,Batsman,Indian,27,4,29.34,160.82,557,8,2,2,7.22,34.11,27.24,0.2,11.87,1,Gujarat Titans,71.12,5.99
2021,Arshdeep Singh,Bowler,South African,27,5,12.46,84.96,91,0,0,25,6.63,14.41,14.48,0.2,22.79,1,Chennai Super Kings,48.52,2.13
2021,Jasprit Bumrah,Bowler,Indian,26,5,12.14,80.0,163,1,0,20,7.53,20.04,14.2,0.2,13.95,1,Delhi Capitals,39.04,2.8
2021,Rishabh Pant,Batsman,Indian,29,4,39.5,127.4,454,6,2,0,9.74,25.77,14.0,0.5,20.82,1,Punjab Kings,63.1,3.03
2021,Aaron Finch,Batsman,Australian,29,4,30.4,106.19,613,10,1,0,12.42,45.25,20.08,0.2,14.72,1,Sunrisers Hyderabad,56.28,3.82
2021,Umesh Yadav,Bowler,Indian,29,3,12.3,118.37,246,2,0,8,7.71,14.0,14.99,1.0,5.95,1,Chennai Super Kings,21.33,3.58
2021,Jos Buttler,Batsman,Indian,29,6,28.72,143.12,714,10,2,4,8.61,55.98,20.85,1.0,14.2,1,Lucknow Super Giants,68.7,4.84
2021,Axar Patel,Batsman,Indian,28,5,16.83,137.86,493,8,1,0,7.0,55.42,25.77,1.5,10.05,1,Punjab Kings,57.95,5.77
2021,Moeen Ali,All-Rounder,Indian,31,3,14.35,149.42,166,1,0,13,9.99,27.11,18.48,2.0,12.36,1,Kolkata Knight Riders,49.09,3.97
2021,KL Rahul,Batsman,Indian,30,3,27.01,144.09,361,5,2,5,8.15,25.36,30.48,1.5,16.07,1,Rajasthan Royals,61.25,3.81
2021,Ishan Kishan,Batsman,Indian,27,3,38.02,144.46,825,13,2,6,9.31,43.47,23.31,1.5,12.9,1,Punjab Kings,75.05,5.82
2021,Lockie Ferguson,Bowler,South African,29,3,16.61,120.37,218,1,0,17,9.01,23.04,19.56,2.0,12.02,1,Chennai Super Kings,30.65,2.55
2021,Yashasvi Jaiswal,Batsman,Indian,28,4,41.0,160.78,391,5,2,5,8.43,37.98,23.97,1.5,17.37,1,Punjab Kings,72.45,4.17
2021,Glenn Maxwell,Batsman,Indian,27,4,28.27,110.77,547,8,1,0,10.58,21.5,36.0,1.0,12.57,1,Delhi Capitals,55.48,4.41
2021,Hardik Pandya,Batsman,Indian,28,5,30.67,134.08,542,7,1,4,10.26,42.91,28.03,1.0,14.54,1,Sunrisers Hyderabad,63.33,4.36
2021,Ruturaj Gaikwad,Batsman,Indian,29,6,35.06,123.51,452,7,1,4,9.98,47.84,31.77,1.0,16.21,1,Chennai Super Kings,60.12,3.71
2021,Ravindra Jadeja,All-Rounder,Indian,29,6,23.77,169.22,360,4,0,14,8.74,25.63,23.15,1.5,17.57,1,Chennai Super Kings,59.11,3.36
2021,Kieron Pollard,All-Rounder,Indian,30,3,30.05,127.77,248,2,0,9,8.81,39.36,13.82,0.5,18.24,1,Chennai Super Kings,46.25,2.54
2021,Venkatesh Iyer,Batsman,Indian,30,4,31.8,160.97,310,4,1,2,10.23,22.34,25.48,1.0,9.69,1,Royal Challengers Bangalore,67.21,6.94
2021,Marcus Stoinis,All-Rounder,South African,29,6,17.5,116.19,312,3,0,12,10.57,25.52,14.28,0.5,22.62,1,Gujarat Titans,42.01,1.86
2021,Dawid Malan,Batsman,Indian,28,4,26.97,129.1,471,7,1,0,9.11,22.61,17.11,0.5,11.75,1,Chennai Super Kings,58.94,5.02
2021,Virat Kohli,Batsman,Indian,29,3,40.72,159.6,339,5,0,5,10.26,31.09,22.72,0.5,19.68,1,Rajasthan Royals,70.95,3.61
2021,Vijay Shankar,All-Rounder,Australian,30,3,31.48,112.53,308,3,0,10,7.65,33.96,19.36,2.0,22.11,1,Mumbai Indians,47.08,2.13
2021,Harshal Patel,Bowler,Indian,29,4,6.99,91.02,178,1,0,25,7.73,14.0,16.33,0.2,13.11,1,Gujarat Titans,46.09,3.52
2021,Sanju Samson,Batsman,Indian,25,4,38.33,127.73,612,8,2,0,11.68,35.14,20.42,0.2,11.9,1,Rajasthan Royals,65.89,5.54
2021,Hardik Pandya,All-Rounder,Indian,27,6,21.13,123.19,223,2,0,6,11.22,28.91,22.02,1.5,11.66,1,Gujarat Titans,37.12,3.18
2021,Heinrich Klaasen,Batsman,South African,28,5,41.82,137.79,763,12,2,1,11.55,21.21,22.82,0.5,16.74,1,Royal Challengers Bangalore,73.32,4.38
2021,Ben Stokes,All-Rounder,Indian,28,3,30.75,135.25,181,2,0,4,7.53,33.85,18.49,1.5,16.78,1,Kolkata Knight Riders,44.48,2.65
2021,Deepak Chahar,Bowler,New Zealand,27,6,19.12,96.54,164,1,0,13,9.93,20.93,17.22,0.5,9.92,1,Rajasthan Royals,21.35,2.15
2021,Dwayne Bravo,All-Rounder,Indian,32,4,29.83,144.93,204,2,0,10,7.76,16.0,20.65,1.5,15.11,1,Chennai Super Kings,52.92,3.5
2021,Jimmy Neesham,All-Rounder,Indian,28,4,19.82,166.96,175,1,0,11,6.9,37.2,19.96,1.0,19.99,1,Gujarat Titans,57.75,2.89
2021,Ravindra Jadeja,Bowler,Indian,28,5,19.77,147.27,191,1,0,19,6.91,14.0,17.73,1.5,15.32,1,Punjab Kings,39.68,2.59
2021,Rohit Sharma,Batsman,Indian,28,6,33.97,123.56,767,12,2,2,9.01,23.42,25.19,0.5,14.93,1,Gujarat Titans,66.0,4.42
2021,Kyle Jamieson,Bowler,Indian,25,4,22.97,83.51,106,0,0,28,8.76,23.88,17.09,0.2,9.84,1,Mumbai Indians,46.78,4.75
2021,Chris Woakes,Bowler,South African,29,5,23.83,99.61,87,0,0,25,7.24,18.3,11.23,0.2,16.13,1,Delhi Capitals,46.65,2.89
2021,Manish Pandey,Batsman,Indian,26,4,23.56,157.18,477,6,1,6,11.41,42.91,28.73,1.0,13.7,1,Rajasthan Royals,66.12,4.83
2021,Cameron Green,All-Rounder,English,30,4,28.04,125.43,460,5,0,10,10.04,27.73,16.96,2.0,24.7,1,Mumbai Indians,44.1,1.79
2021,Ambati Rayudu,Batsman,West Indian,29,5,15.74,176.02,455,7,1,2,11.89,35.19,16.87,1.0,17.12,1,Gujarat Titans,68.2,3.98
2021,Shardul Thakur,Bowler,English,28,3,17.95,86.19,143,1,0,14,8.77,32.8,18.16,1.5,9.04,1,Chennai Super Kings,26.12,2.89
2021,Avesh Khan,Bowler,West Indian,27,5,11.68,123.41,269,2,0,30,8.0,19.04,19.34,0.2,17.65,1,Mumbai Indians,53.69,3.04
2021,Shahbaz Ahmed,All-Rounder,Indian,30,6,27.06,130.2,398,4,0,16,8.44,24.58,25.54,2.0,17.26,1,Lucknow Super Giants,55.12,3.19
2021,Shubman Gill,Batsman,Indian,32,5,24.04,142.49,408,6,1,2,8.89,37.65,32.16,2.0,13.36,1,Punjab Kings,60.52,4.53
2021,Mohammed Siraj,Bowler,English,29,3,17.71,80.0,210,1,0,19,9.5,20.62,15.23,0.5,11.07,1,Sunrisers Hyderabad,32.1,2.9
2021,Liam Livingstone,All-Rounder,Indian,34,4,43.29,121.89,393,4,0,9,6.5,26.81,18.67,2.0,16.59,1,Royal Challengers Bangalore,53.0,3.19
2021,Tristan Stubbs,Batsman,South African,30,4,30.39,115.39,589,10,2,0,8.81,32.68,30.21,0.5,11.4,1,Delhi Capitals,58.55,5.14
2021,T Natarajan,Bowler,English,30,4,13.42,80.0,95,0,0,23,9.91,21.48,20.03,0.2,8.16,1,Gujarat Titans,35.72,4.38
2021,Shreyas Iyer,Batsman,Indian,28,6,42.6,135.2,473,8,2,4,7.54,32.01,18.13,0.5,12.04,1,Mumbai Indians,67.06,5.57
2021,Washington Sundar,Batsman,Indian,27,5,32.9,139.86,732,12,3,5,12.12,44.21,25.71,0.2,12.44,1,Gujarat Titans,69.76,5.61
2021,Wriddhiman Saha,Batsman,New Zealand,29,6,30.41,122.13,612,9,1,4,7.0,29.71,20.63,0.5,19.54,1,Chennai Super Kings,61.04,3.12
2021,Rinku Singh,Batsman,Indian,29,4,24.22,147.26,515,9,1,8,10.47,27.14,28.9,0.2,11.68,1,Sunrisers Hyderabad,64.17,5.49
2021,Andre Russell,All-Rounder,Indian,27,3,23.47,94.31,314,3,0,10,8.99,24.35,32.0,1.5,20.1,1,Sunrisers Hyderabad,38.75,1.93
2021,Mohammed Shami,Bowler,Indian,28,3,22.31,94.78,102,0,0,30,7.9,18.71,14.14,0.5,12.84,1,Punjab Kings,52.32,4.07
2021,Kane Williamson,Batsman,Indian,27,4,41.65,148.97,530,8,2,4,10.45,30.26,19.37,2.0,23.83,1,Kolkata Knight Riders,71.95,3.02
2021,Harbhajan Singh,Bowler,Indian,27,6,5.0,111.14,199,1,0,29,8.6,28.05,15.8,0.5,12.66,1,Rajasthan Royals,49.69,3.92
2021,Liam Livingstone,Batsman,Indian,34,3,35.05,129.99,361,6,1,4,9.9,26.76,20.89,0.5,14.56,1,Chennai Super Kings,60.24,4.14
2021,Kuldeep Yadav,Bowler,Indian,28,4,5.0,115.53,79,0,0,10,10.13,17.65,14.33,1.0,5.42,1,Gujarat Titans,15.79,2.91
2021,Sam Curran,Bowler,Indian,28,3,8.17,123.02,169,1,0,22,8.11,18.85,14.99,0.2,8.26,1,Lucknow Super Giants,40.36,4.89
2021,Dinesh Karthik,Batsman,New Zealand,29,4,31.42,156.47,344,5,0,3,8.92,43.81,31.19,0.5,24.38,1,Mumbai Indians,66.39,2.72
2021,Ajinkya Rahane,Batsman,Indian,26,5,21.93,152.17,672,11,2,1,9.56,49.1,23.03,0.5,10.71,1,Punjab Kings,67.86,6.34
2021,Rashid Khan,Bowler,Indian,22,6,17.88,113.47,91,0,0,23,8.83,23.23,20.2,1.5,11.49,1,Mumbai Indians,38.92,3.39
2021,Jason Holder,Bowler,Australian,26,5,9.48,146.88,152,1,0,21,8.48,16.76,15.68,0.5,15.22,1,Delhi Capitals,37.58,2.47
2021,Sunil Narine,Bowler,Indian,28,5,9.43,145.33,141,1,0,18,10.51,20.06,21.55,1.5,7.51,1,Delhi Capitals,28.41,3.78
2021,Khaleel Ahmed,Bowler,Indian,27,4,16.88,154.21,42,0,0,20,7.35,27.13,16.31,0.5,8.25,1,Rajasthan Royals,38.37,4.65
2021,Prasidh Krishna,Bowler,Indian,28,6,21.75,146.42,189,1,0,26,7.91,30.18,12.72,2.0,19.58,1,Mumbai Indians,47.16,2.41
2021,Imran Tahir,Bowler,Indian,28,3,15.46,103.74,10,0,0,28,8.39,26.39,16.77,0.2,10.2,1,Punjab Kings,46.93,4.6
2021,Quinton de Kock,Batsman,Indian,30,5,38.31,126.53,557,7,2,9,9.81,42.39,26.57,1.0,10.38,1,Royal Challengers Bangalore,64.42,6.21
2022,Amit Mishra,Bowler,Indian,29,5,19.39,126.85,192,1,0,30,10.82,19.88,23.5,0.5,15.03,1,Royal Challengers Bangalore,46.92,3.12
2022,Venkatesh Iyer,Batsman,Indian,32,4,42.46,153.4,394,6,2,4,9.22,46.62,23.31,0.5,18.32,1,Chennai Super Kings,70.88,3.87
2022,Chris Woakes,Bowler,South African,30,4,13.05,131.29,147,1,0,10,9.33,21.66,11.92,0.5,8.29,1,Sunrisers Hyderabad,18.48,2.23
2022,Ravindra Jadeja,All-Rounder,Indian,29,5,29.78,141.06,400,4,0,11,8.29,21.9,15.55,1.5,21.42,1,Delhi Capitals,52.28,2.44
2022,Krunal Pandya,All-Rounder,Indian,28,7,28.27,96.89,415,4,0,15,8.85,35.26,21.67,1.5,25.0,1,Rajasthan Royals,46.75,1.87
2022,Yuzvendra Chahal,Bowler,Indian,30,7,17.3,130.16,110,0,0,30,6.88,27.43,12.57,0.5,25.0,1,Delhi Capitals,55.46,2.22
2022,Sanju Samson,Batsman,Indian,26,4,37.02,133.01,564,10,1,0,9.33,31.54,29.33,2.0,11.75,1,Sunrisers Hyderabad,65.99,5.62
2022,Arshdeep Singh,Bowler,South African,28,7,19.75,125.01,91,0,0,22,7.88,15.15,17.9,1.0,25.0,1,Mumbai Indians,40.27,1.61
2022,Suryakumar Yadav,Batsman,South African,31,5,32.6,119.55,579,9,1,0,9.44,20.96,23.19,0.5,20.45,1,Delhi Capitals,60.48,2.96
2022,T Natarajan,Bowler,English,31,7,16.02,107.09,134,1,0,19,9.35,23.17,12.66,0.5,14.74,1,Chennai Super Kings,31.79,2.16
2022,KL Rahul,Batsman,Indian,30,4,31.6,123.07,580,8,1,5,10.15,43.44,26.36,0.5,14.38,1,Sunrisers Hyderabad,61.16,4.25
2022,Umesh Yadav,Bowler,Indian,29,7,10.25,129.83,271,2,0,27,7.6,37.58,17.35,1.5,18.32,1,Sunrisers Hyderabad,50.41,2.75
2022,Nitish Rana,All-Rounder,Indian,27,6,21.03,149.16,389,4,0,18,9.84,19.76,19.49,1.5,25.0,1,Rajasthan Royals,57.01,2.28
2022,Kagiso Rabada,Bowler,Australian,28,4,5.0,130.33,164,1,0,20,9.47,31.28,20.2,1.0,11.41,1,Lucknow Super Giants,33.23,2.91
2022,Ben Stokes,All-Rounder,Indian,28,6,23.36,128.32,449,4,0,17,8.15,26.95,16.17,0.5,15.61,1,Mumbai Indians,55.6,3.56
2022,Harshal Patel,Bowler,Indian,29,4,17.95,104.49,159,1,0,15,9.67,19.28,10.0,0.2,13.34,1,Chennai Super Kings,25.08,1.88
2022,Marcus Stoinis,All-Rounder,South African,31,5,27.22,132.53,266,2,0,7,10.09,29.25,21.27,1.0,18.28,1,Chennai Super Kings,41.71,2.28
2022,Shardul Thakur,Bowler,English,30,7,15.9,131.96,312,2,0,30,9.59,20.96,12.9,0.2,20.48,1,Kolkata Knight Riders,49.35,2.41
2022,Bhuvneshwar Kumar,Bowler,Indian,31,4,11.2,127.89,151,1,0,16,8.4,21.49,25.27,0.5,10.95,1,Sunrisers Hyderabad,30.31,2.77
2022,Kane Williamson,Batsman,Indian,28,6,27.4,144.03,541,8,1,0,8.86,39.16,27.6,0.5,18.23,1,Rajasthan Royals,64.99,3.56
2022,Sam Curran,All-Rounder,Indian,29,5,25.43,154.26,337,3,0,9,6.93,32.54,28.47,1.0,16.46,1,Delhi Capitals,54.15,3.29
2022,Kieron Pollard,All-Rounder,Indian,31,4,21.9,138.21,407,4,0,11,9.2,32.63,18.0,0.5,20.37,1,Punjab Kings,47.92,2.35
2022,Anrich Nortje,Bowler,Indian,32,5,7.87,116.58,157,1,0,20,6.0,29.09,15.23,1.0,19.18,1,Gujarat Titans,43.57,2.27
2022,Ajinkya Rahane,Batsman,Indian,27,7,41.53,123.27,761,10,2,1,10.04,44.68,26.17,0.5,10.76,1,Rajasthan Royals,68.81,6.4
2022,Andre Russell,All-Rounder,Indian,28,7,43.89,160.67,234,2,0,11,7.45,32.52,22.86,1.0,25.0,1,Rajasthan Royals,61.41,2.46
2022,Kuldeep Yadav,Bowler,Indian,30,7,24.71,124.15,96,0,0,30,7.47,29.46,23.29,0.5,19.54,1,Lucknow Super Giants,53.55,2.74
2022,Shahbaz Ahmed,All-Rounder,Indian,31,4,26.59,136.69,230,2,0,8,7.91,19.85,12.0,1.0,17.64,1,Delhi Capitals,47.77,2.71
2022,Axar Patel,Batsman,Indian,28,5,25.43,134.94,369,5,2,1,9.09,47.34,19.17,0.5,13.7,1,Gujarat Titans,58.03,4.24
2022,Jason Holder,All-Rounder,Australian,27,6,23.42,150.99,256,2,0,12,10.42,34.89,14.39,1.5,24.17,1,Rajasthan Royals,50.45,2.09
2022,Ishan Kishan,Batsman,Indian,27,7,31.43,158.37,436,7,2,0,8.69,32.45,25.54,2.0,23.8,1,Gujarat Titans,68.8,2.89
2022,Aaron Finch,Batsman,Australian,29,6,44.94,166.08,856,12,2,7,8.15,25.0,32.38,0.2,23.92,1,Rajasthan Royals,84.92,3.55
2022,Jason Holder,Bowler,Australian,27,5,21.0,95.24,165,1,0,21,8.01,21.08,19.48,0.5,6.89,1,Punjab Kings,39.12,5.68
2022,Hardik Pandya,All-Rounder,Indian,29,6,25.36,149.85,196,2,0,10,7.36,34.07,18.15,0.5,18.75,1,Gujarat Titans,53.59,2.86
2022,Tristan Stubbs,Batsman,South African,31,5,32.31,163.08,556,8,1,0,11.38,38.96,28.52,0.2,24.75,1,Lucknow Super Giants,72.97,2.95
2022,Ben Stokes,Bowler,Indian,29,4,18.96,91.39,181,1,0,19,8.23,18.69,15.4,1.0,8.99,1,Rajasthan Royals,35.62,3.96
2022,Dwayne Bravo,All-Rounder,Indian,33,6,36.02,160.19,466,5,0,17,6.5,29.24,17.52,1.5,25.0,1,Lucknow Super Giants,68.44,2.74
2022,Liam Livingstone,Batsman,Indian,35,7,32.82,140.69,460,8,2,5,7.58,28.94,25.22,0.2,13.04,1,Punjab Kings,64.54,4.95
2022,Sunil Narine,Bowler,Indian,28,5,7.87,106.26,182,1,0,22,7.18,24.04,10.87,1.5,19.75,1,Mumbai Indians,43.28,2.19
2022,Dwayne Bravo,Bowler,Indian,33,5,14.64,85.6,219,1,0,22,10.75,22.63,10.0,1.0,14.99,1,Delhi Capitals,35.19,2.35
2022,Piyush Chawla,Bowler,Indian,28,6,6.26,105.72,81,0,0,27,8.7,26.16,10.0,2.0,14.09,1,Kolkata Knight Riders,45.21,3.21
2022,Imran Tahir,Bowler,Indian,29,5,7.59,148.51,196,1,0,27,7.08,24.43,18.2,0.2,16.31,1,Sunrisers Hyderabad,51.22,3.14
2022,David Warner,Batsman,Indian,27,6,28.47,140.0,794,11,3,0,7.38,45.86,23.07,0.2,11.31,1,Kolkata Knight Riders,69.27,6.12
2022,Shreyas Iyer,Batsman,Indian,29,6,32.74,127.19,754,10,3,1,10.93,58.49,27.9,0.2,12.89,1,Royal Challengers Bangalore,66.33,5.15
2022,Rinku Singh,Batsman,Indian,30,7,11.05,114.77,704,10,2,0,9.62,35.37,14.0,2.0,15.45,1,Delhi Capitals,52.93,3.43
2022,Moeen Ali,All-Rounder,Indian,31,7,36.18,113.78,301,3,0,14,8.98,22.7,24.9,1.0,23.4,1,Lucknow Super Giants,50.64,2.16
2022,Kyle Jamieson,Bowler,Indian,27,5,11.64,139.63,98,0,0,24,7.95,29.27,24.27,1.0,12.88,1,Gujarat Titans,43.13,3.35
2022,Rashid Khan,Bowler,Indian,23,6,17.65,105.81,118,0,0,30,8.94,14.0,14.33,1.0,13.03,1,Gujarat Titans,49.36,3.79
2022,Manish Pandey,Batsman,Indian,26,6,37.18,108.7,429,7,2,9,8.88,41.44,24.99,0.2,25.0,1,Royal Challengers Bangalore,56.06,2.24
2022,Trent Boult,Bowler,Indian,26,6,23.71,98.73,223,1,0,23,9.12,24.29,10.0,0.2,5.73,1,Gujarat Titans,39.37,6.87
2022,Chris Morris,All-Rounder,Indian,32,6,9.16,152.68,336,3,0,13,8.15,16.01,16.09,1.0,25.0,1,Sunrisers Hyderabad,52.13,2.09
2022,Mitchell Marsh,All-Rounder,Australian,31,7,21.59,120.51,297,3,0,7,7.93,29.35,13.26,1.5,24.62,1,Punjab Kings,42.04,1.71
2022,Prasidh Krishna,Bowler,Indian,29,5,13.95,115.56,115,0,0,14,6.0,21.81,17.34,0.5,11.03,1,Kolkata Knight Riders,34.15,3.1
2022,Pat Cummins,Bowler,South African,26,4,20.14,118.33,145,1,0,14,7.92,29.82,13.89,0.5,12.89,1,Kolkata Knight Riders,28.69,2.23
2022,Jimmy Neesham,All-Rounder,Indian,28,6,26.23,131.91,500,5,0,22,9.67,36.25,32.0,0.5,16.65,1,Delhi Capitals,60.0,3.6
2022,Liam Livingstone,All-Rounder,Indian,34,4,18.52,142.14,528,5,0,7,8.36,29.62,23.93,1.5,12.61,1,Kolkata Knight Riders,44.74,3.55
2022,Vijay Shankar,All-Rounder,Australian,31,5,31.01,110.06,55,0,0,12,10.83,37.78,21.89,1.0,20.14,1,Gujarat Titans,44.16,2.19
2022,Rishabh Pant,Batsman,Indian,29,4,29.8,153.72,463,7,1,3,9.51,20.21,21.07,1.0,10.06,1,Sunrisers Hyderabad,67.3,6.69
2022,Khaleel Ahmed,Bowler,Indian,29,5,5.0,80.0,132,1,0,20,8.6,22.82,18.2,1.0,10.9,1,Punjab Kings,35.52,3.26
2022,Ambati Rayudu,Batsman,West Indian,30,4,23.33,140.21,492,8,1,4,7.99,35.48,20.61,0.5,11.39,1,Royal Challengers Bangalore,61.24,5.38
2022,R Ashwin,Bowler,Indian,26,6,13.37,119.24,161,1,0,22,8.13,26.56,18.99,0.5,13.6,1,Gujarat Titans,40.22,2.96
2022,Tilak Varma,Batsman,Indian,30,6,30.7,137.54,519,7,1,2,8.99,20.0,29.84,1.0,16.21,1,Delhi Capitals,63.92,3.94
2022,Mohammed Siraj,Bowler,English,31,7,24.7,133.17,335,2,0,18,7.59,18.34,21.92,1.5,17.72,1,Sunrisers Hyderabad,37.58,2.12
2022,Jasprit Bumrah,Bowler,Indian,27,5,11.24,116.61,52,0,0,20,8.88,17.8,15.72,0.5,6.26,1,Lucknow Super Giants,33.88,5.41
2022,Harbhajan Singh,Bowler,Indian,29,7,10.15,156.57,145,1,0,26,9.76,24.66,17.3,0.5,16.08,1,Lucknow Super Giants,41.17,2.56
2022,Cameron Green,All-Rounder,English,32,5,30.09,108.21,96,1,0,10,8.55,19.86,16.22,0.5,25.0,1,Chennai Super Kings,44.06,1.76
2022,Avesh Khan,Bowler,West Indian,28,6,15.64,107.99,197,1,0,23,8.45,14.26,24.55,0.2,17.0,1,Delhi Capitals,41.12,2.42
2022,Sam Curran,Bowler,Indian,30,4,7.91,130.94,149,1,0,15,6.6,25.38,22.16,0.5,11.53,1,Lucknow Super Giants,34.19,2.97
2023,T Natarajan,Bowler,English,31,7,13.02,80.0,281,2,0,24,7.99,26.66,16.98,0.5,18.26,1,Gujarat Titans,44.84,2.46
2023,Jos Buttler,Batsman,Indian,31,5,24.31,147.55,668,11,2,6,10.78,22.26,16.58,1.0,13.24,1,Royal Challengers Bangalore,67.35,5.09
2023,Washington Sundar,Batsman,Indian,29,8,21.67,143.91,705,12,3,5,8.08,37.6,24.32,0.5,12.75,1,Lucknow Super Giants,65.94,5.17
2023,Khaleel Ahmed,Bowler,Indian,29,6,15.12,159.0,193,1,0,26,10.43,31.47,19.26,0.2,12.42,1,Chennai Super Kings,40.93,3.3
2023,Rashid Khan,Bowler,Indian,24,8,14.35,115.76,189,1,0,30,7.92,23.28,12.59,0.2,22.59,1,Punjab Kings,53.13,2.35
2023,Shubman Gill,Batsman,Indian,33,5,35.77,95.0,598,10,2,10,8.7,32.91,23.18,0.5,9.97,1,Mumbai Indians,54.77,5.49
2023,Shardul Thakur,Bowler,English,30,5,32.56,93.12,94,0,0,19,8.49,21.18,19.45,0.5,12.75,1,Rajasthan Royals,33.97,2.66
2023,Ishan Kishan,Batsman,Indian,28,6,42.39,184.76,630,9,1,4,9.08,22.12,26.29,0.5,21.24,1,Mumbai Indians,84.98,4.0
2023,Arshdeep Singh,Bowler,South African,28,6,11.08,106.5,121,1,0,25,8.63,18.54,22.08,0.5,15.54,1,Chennai Super Kings,42.82,2.76
